"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Days in Trade","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Underlying","Strategy","Opening Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2023-05-25","11:08:00",4146.62,"1 May 25 4140 P BTO 5.95 | 1 May 25 4145 C BTO 9.70 | 1 May 25 4180 C STO 0.70 | 1 May 25 4110 P STO 1.00",-1405,4151.28,"2023-05-25","16:00:00",0,-628,"Expired",-782,-55.65836298932384,1,132212,1405,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.109,0.017,18.95,19.07,40.47,-9.09,45.91,-55.3
"2023-05-17","11:41:00",4132.06,"2 May 17 4130 P BTO 5.35 | 2 May 17 4130 C BTO 7.30 | 2 May 17 4165 C STO 0.25 | 2 May 17 4095 P STO 0.40",-1210,4158.77,"2023-05-17","16:00:00",0,-2877,"Expired",3324,137.35537190082644,2,132994,2420,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.051,0.004,17.1,16.81,12.95,9.21,156.2,-5.37
"2023-05-12","09:44:00",4143.49,"1 May 12 4140 P BTO 7.20 | 1 May 12 4145 C BTO 8.35 | 1 May 12 4180 C STO 0.40 | 1 May 12 4110 P STO 1.40",-1385,4124.08,"2023-05-12","16:00:00",0,-1592,"Expired",202,14.584837545126353,1,129670,1385,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.116,0.006,16.45,16.87,7.92,4.95,105.42,-3.61
"2023-05-05","09:41:00",4109.33,"1 May 5 4100 P BTO 8.35 | 1 May 5 4110 C BTO 11.90 | 1 May 5 4145 C STO 1.45 | 1 May 5 4075 P STO 2.95",-1595,4136.25,"2023-05-05","16:00:00",0,-2625,"Expired",1025,64.26332288401254,1,129468,1595,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.217,0.004,17.97,16.99,23.51,24.6,97.49,-31.66
"2023-04-28","09:55:00",4138.12,"1 Apr 28 4135 P BTO 7.80 | 1 Apr 28 4140 C BTO 7.80 | 1 Apr 28 4175 C STO 0.45 | 1 Apr 28 4105 P STO 1.65",-1360,4169.48,"2023-04-28","16:00:00",0,-2948,"Expired",1583,116.39705882352942,1,128443,1360,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.135,0.003,16.58,15.9,-5.72,8.49,116.76,-5.15
"2023-04-27","09:37:00",4084.55,"1 Apr 27 4080 P BTO 7.25 | 1 Apr 27 4085 C BTO 8.00 | 1 Apr 27 4120 C STO 0.25 | 1 Apr 27 4050 P STO 1.55",-1355,4135.35,"2023-04-27","16:00:00",0,-3500,"Expired",2140,157.93357933579335,1,126860,1355,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.118,0.31,17.79,16.99,19.3,9.26,158.3,-4.8
"2023-04-13","10:14:00",4112.94,"1 Apr 13 4110 P BTO 7.45 | 1 Apr 13 4115 C BTO 7.60 | 1 Apr 13 4150 C STO 0.35 | 1 Apr 13 4080 P STO 1.30",-1350,4146.22,"2023-04-13","16:00:00",0,-3122,"Expired",1767,130.88888888888889,1,124720,1350,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.11,0.003,18.34,17.83,8.09,12.9,144.07,-9.26
"2023-03-31","10:28:00",4071.97,"1 Mar 31 4065 P BTO 5.35 | 1 Mar 31 4070 C BTO 9.10 | 1 Mar 31 4105 C STO 0.50 | 1 Mar 31 4035 P STO 1.45",-1260,4109.31,"2023-03-31","16:00:00",0,-3500,"Expired",2235,177.38095238095238,1,122953,1260,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.135,0.115,18.74,18.87,5.35,15.79,177.78,-4.76
"2023-03-23","10:39:00",3983.06,"1 Mar 23 3975 P BTO 9.40 | 1 Mar 23 3985 C BTO 11.20 | 1 Mar 23 4020 C STO 1.10 | 1 Mar 23 3950 P STO 3.85",-1575,3948.72,"2023-03-23","16:00:00",0,-2500,"Expired",920,58.41269841269842,1,120718,1575,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.24,0.083,20.6,22.87,22.24,23.85,58.73,-29.52
"2023-03-21","09:59:00",3994.06,"1 Mar 21 3985 P BTO 8.30 | 1 Mar 21 3995 C BTO 11.00 | 1 Mar 21 4030 C STO 1.10 | 1 Mar 21 3960 P STO 2.65",-1565,4002.87,"2023-03-21","16:00:00",0,-787,"Expired",-783,-50.031948881789134,1,119798,1565,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.194,0.012,22.28,21.46,24.32,18.17,0.96,-73.8
"2023-03-14","11:00:00",3923.28,"1 Mar 14 3915 P BTO 9.85 | 1 Mar 14 3925 C BTO 11.20 | 1 Mar 14 3960 C STO 1.30 | 1 Mar 14 3890 P STO 3.85",-1600,3919.29,"2023-03-14","16:00:00",0,0,"Expired",-1605,-100.3125,1,120581,1600,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.245,1,22.81,23.72,38.25,29.27,47.5,-100
"2023-03-03","10:05:00",4002.83,"1 Mar 3 3995 P BTO 8.50 | 1 Mar 3 4005 C BTO 10.50 | 1 Mar 3 4040 C STO 1.20 | 1 Mar 3 3970 P STO 2.55",-1535,4045.64,"2023-03-03","16:00:00",0,-3500,"Expired",1960,127.6872964169381,1,122186,1535,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.197,0.142,19.15,18.5,16.67,4.81,128.01,-3.26
"2023-02-27","09:53:00",4003.18,"1 Feb 27 3995 P BTO 8.45 | 1 Feb 27 4005 C BTO 10.95 | 1 Feb 27 4040 C STO 1.20 | 1 Feb 27 3970 P STO 2.65",-1565,3982.24,"2023-02-27","16:00:00",0,-1276,"Expired",-294,-18.78594249201278,1,120226,1565,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.198,0.008,21,20.96,22.32,10.82,21.41,-54.31
"2023-02-23","09:53:00",4024.48,"1 Feb 23 4015 P BTO 7.90 | 1 Feb 23 4025 C BTO 11.50 | 1 Feb 23 4060 C STO 1.45 | 1 Feb 23 3990 P STO 2.30",-1575,4012.32,"2023-02-23","16:00:00",0,-268,"Expired",-1312,-83.3015873015873,1,120520,1575,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.193,0.041,21.3,21.11,27.55,5.88,42.22,-93.97
"2023-02-15","10:26:00",4117.46,"1 Feb 15 4110 P BTO 8.55 | 1 Feb 15 4120 C BTO 10.00 | 1 Feb 15 4150 C STO 1.90 | 1 Feb 15 4080 P STO 1.85",-1490,4147.6,"2023-02-15","16:00:00",0,-2760,"Expired",1265,84.8993288590604,1,121832,1490,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.202,0.004,18.51,18.26,-16.63,-2.04,85.23,-27.18
"2023-02-14","11:26:00",4124.15,"1 Feb 14 4115 P BTO 8.60 | 1 Feb 14 4125 C BTO 11.95 | 1 Feb 14 4160 C STO 1.85 | 1 Feb 14 4090 P STO 2.85",-1595,4136.13,"2023-02-14","16:00:00",0,-1113,"Expired",-487,-30.532915360501566,1,120567,1595,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.229,0.01,19.16,18.69,-10.59,-2.55,26.65,-30.22
"2023-01-20","09:49:00",3908.47,"1 Jan 20 3900 P BTO 8.80 | 1 Jan 20 3910 C BTO 11.05 | 1 Jan 20 3945 C STO 1.60 | 1 Jan 20 3875 P STO 2.60",-1575,3972.61,"2023-01-20","16:00:00",0,-3500,"Expired",1920,121.90476190476191,1,121054,1575,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.212,0.433,20.27,19.78,10.19,-0.57,122.22,-6.03
"2023-01-12","11:27:00",3967.64,"1 Jan 12 3960 P BTO 9.00 | 1 Jan 12 3970 C BTO 10.85 | 1 Jan 12 4005 C STO 1.55 | 1 Jan 12 3935 P STO 2.60",-1580,3983.17,"2023-01-12","16:00:00",0,-1317,"Expired",-268,-16.962025316455694,1,119134,1580,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.209,0.008,19.42,18.88,7.96,-9.93,52.85,-69.94
"2023-01-06","10:43:00",3863.1,"1 Jan 6 3855 P BTO 8.55 | 1 Jan 6 3865 C BTO 11.35 | 1 Jan 6 3900 C STO 1.40 | 1 Jan 6 3830 P STO 2.85",-1575,3895.08,"2023-01-06","16:00:00",0,-3008,"Expired",1428,90.66666666666666,1,119402,1575,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.214,0.003,21.51,21.12,15.27,39.73,117.14,-22.86
"2022-12-29","09:42:00",3827.67,"1 Dec 29 3820 P BTO 8.80 | 1 Dec 29 3830 C BTO 10.80 | 1 Dec 29 3865 C STO 1.20 | 1 Dec 29 3795 P STO 3.10",-1540,3849.28,"2022-12-29","16:00:00",0,-1928,"Expired",383,24.87012987012987,1,117974,1540,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.219,0.005,21.66,21.45,22.23,22.22,67.86,-7.79
"2022-12-23","10:34:00",3834.7,"1 Dec 23 3825 P BTO 8.60 | 1 Dec 23 3835 C BTO 12.75 | 1 Dec 23 3870 C STO 2.50 | 1 Dec 23 3800 P STO 3.00",-1595,3844.82,"2022-12-23","16:00:00",0,-982,"Expired",-618,-38.7460815047022,1,117591,1595,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.258,0.012,21.45,20.94,-7.28,19.59,7.84,-79.62
"2022-12-21","10:03:00",3857.52,"1 Dec 21 3850 P BTO 8.20 | 1 Dec 21 3860 C BTO 10.35 | 1 Dec 21 3895 C STO 1.20 | 1 Dec 21 3825 P STO 2.40",-1505,3878.44,"2022-12-21","16:00:00",0,-1844,"Expired",334,22.19269102990033,1,118209,1505,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.194,0.006,20.2,20.08,17.87,18.03,80.07,-40.86
"2022-11-22","10:02:00",3968.27,"1 Nov 22 3960 P BTO 7.15 | 1 Nov 22 3970 C BTO 9.85 | 1 Nov 22 4005 C STO 0.80 | 1 Nov 22 3935 P STO 1.65",-1465,4003.58,"2022-11-22","16:00:00",0,-3358,"Expired",1888,128.87372013651876,1,117875,1465,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.144,0.007,21.92,21.37,15.57,2.76,138.57,-11.26
"2022-11-10","11:46:00",3919.41,"1 Nov 10 3910 P BTO 8.30 | 1 Nov 10 3920 C BTO 12.10 | 1 Nov 10 3955 C STO 1.45 | 1 Nov 10 3885 P STO 3.05",-1600,3956.37,"2022-11-10","16:00:00",0,-3500,"Expired",1895,118.4375,1,115987,1600,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.221,0.013,22.98,23.4,111.32,59.52,118.75,-35.31
"2022-10-28","11:08:00",3863.43,"1 Oct 28 3855 P BTO 8.65 | 1 Oct 28 3865 C BTO 11.65 | 1 Oct 28 3900 C STO 1.70 | 1 Oct 28 3830 P STO 2.75",-1595,3901.06,"2022-10-28","16:00:00",0,-3500,"Expired",1900,119.12225705329153,1,114092,1595,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.219,0.039,26.58,26.02,0.96,55.17,119.44,-13.48
"2022-10-26","10:58:00",3862.53,"1 Oct 26 3855 P BTO 8.65 | 1 Oct 26 3865 C BTO 10.85 | 1 Oct 26 3900 C STO 1.35 | 1 Oct 26 3830 P STO 2.75",-1550,3830.6,"2022-10-26","16:00:00",0,-2440,"Expired",885,57.096774193548384,1,112192,1550,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.21,0.011,27.61,27.42,-33.14,36.56,57.42,-35.81
"2022-10-25","11:08:00",3838.93,"1 Oct 25 3830 P BTO 8.30 | 1 Oct 25 3840 C BTO 11.70 | 1 Oct 25 3875 C STO 1.50 | 1 Oct 25 3805 P STO 3.00",-1560,3859.11,"2022-10-25","16:00:00",0,-1911,"Expired",346,22.17948717948718,1,111307,1560,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.225,0.005,29.14,28.32,2.1,39.49,47.12,-37.18
"2022-10-17","12:27:00",3678.03,"1 Oct 17 3670 P BTO 8.85 | 1 Oct 17 3680 C BTO 11.30 | 1 Oct 17 3715 C STO 1.30 | 1 Oct 17 3645 P STO 3.05",-1590,3677.95,"2022-10-17","16:00:00",0,0,"Expired",-1595,-100.31446540880505,1,110961,1590,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.216,0.667,30.97,31.23,55.58,39.38,5.97,-100
"2022-10-03","12:19:00",3657.61,"1 Oct 3 3650 P BTO 9.40 | 1 Oct 3 3660 C BTO 10.90 | 1 Oct 3 3695 C STO 0.95 | 1 Oct 3 3625 P STO 3.50",-1595,3678.43,"2022-10-03","16:00:00",0,-1843,"Expired",243,15.235109717868339,1,112556,1595,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.219,0.006,30.33,30.19,24.16,47.83,91.22,-10.97
"2022-09-09","11:36:00",4058.15,"1 Sep 9 4050 P BTO 8.70 | 1 Sep 9 4060 C BTO 11.00 | 1 Sep 9 4095 C STO 1.10 | 1 Sep 9 4025 P STO 3.25",-1545,4067.36,"2022-09-09","16:00:00",0,-736,"Expired",-814,-52.68608414239482,1,112313,1545,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.221,0.012,22.72,22.93,16.76,35.21,7.12,-52.36
"2022-09-07","11:16:00",3942.59,"1 Sep 7 3935 P BTO 9.65 | 1 Sep 7 3945 C BTO 11.30 | 1 Sep 7 3980 C STO 1.50 | 1 Sep 7 3910 P STO 3.65",-1590,3979.87,"2022-09-07","16:00:00",0,-3487,"Expired",1892,118.99371069182389,1,113127,1590,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.246,0.014,25.52,24.71,1.24,33.16,119.31,-8.49
"2022-09-02","11:07:00",4014.05,"1 Sep 2 4005 P BTO 8.40 | 1 Sep 2 4015 C BTO 12.10 | 1 Sep 2 4050 C STO 1.85 | 1 Sep 2 3980 P STO 2.80",-1595,3924.26,"2022-09-02","16:00:00",0,-2500,"Expired",900,56.42633228840125,1,111235,1595,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.227,0.689,23.29,25.59,27.81,19.39,60.5,-14.73
"2022-08-31","11:57:00",3993.98,"1 Aug 31 3985 P BTO 8.00 | 1 Aug 31 3995 C BTO 11.40 | 1 Aug 31 4030 C STO 1.40 | 1 Aug 31 3960 P STO 2.20",-1590,3955,"2022-08-31","16:00:00",0,-2500,"Expired",905,56.91823899371069,1,110335,1590,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.186,0.177,25.57,25.93,14.51,-6.69,61.01,-51.26
"2022-08-24","09:43:00",4128.26,"1 Aug 24 4120 P BTO 8.60 | 1 Aug 24 4130 C BTO 10.95 | 1 Aug 24 4165 C STO 1.55 | 1 Aug 24 4095 P STO 2.25",-1585,4140.77,"2022-08-24","16:00:00",0,-1077,"Expired",-513,-32.36593059936909,1,109430,1585,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.194,0.008,23.65,22.86,-2.18,1.71,50.16,-55.21
"2022-08-12","10:13:00",4233.33,"1 Aug 12 4225 P BTO 7.25 | 1 Aug 12 4235 C BTO 10.05 | 1 Aug 12 4270 C STO 0.75 | 1 Aug 12 4200 P STO 2.25",-1440,4280.15,"2022-08-12","16:00:00",0,-3500,"Expired",2055,142.70833333333331,1,109943,1440,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.173,0.219,19.7,19.56,17.75,8.31,143.06,-16.32
"2022-08-10","10:10:00",4193.62,"1 Aug 10 4185 P BTO 8.60 | 1 Aug 10 4195 C BTO 11.45 | 1 Aug 10 4230 C STO 1.30 | 1 Aug 10 4160 P STO 3.05",-1580,4210.24,"2022-08-10","16:00:00",0,-1524,"Expired",-61,-3.860759493670886,1,107888,1580,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.217,0.007,20.14,19.68,58.55,12.6,20.25,-64.24
"2022-08-03","10:29:00",4128.21,"1 Aug 3 4120 P BTO 7.95 | 1 Aug 3 4130 C BTO 11.40 | 1 Aug 3 4165 C STO 1.40 | 1 Aug 3 4095 P STO 2.20",-1585,4155.17,"2022-08-03","16:00:00",0,-2517,"Expired",927,58.48580441640379,1,107949,1585,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.186,0.004,22.34,21.89,16.77,20.25,107.57,-10.09
"2022-07-29","11:43:00",4103.95,"1 Jul 29 4095 P BTO 7.55 | 1 Jul 29 4105 C BTO 11.00 | 1 Jul 29 4140 C STO 1.40 | 1 Jul 29 4070 P STO 2.00",-1525,4130.29,"2022-07-29","16:00:00",0,-2529,"Expired",999,65.50819672131148,1,107022,1525,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.183,0.004,21.68,21.48,14.9,16.62,106.56,-15.74
"2022-07-28","11:33:00",4043.36,"1 Jul 28 4035 P BTO 7.80 | 1 Jul 28 4045 C BTO 9.60 | 1 Jul 28 4080 C STO 0.55 | 1 Jul 28 4010 P STO 2.20",-1475,4072.43,"2022-07-28","16:00:00",0,-2743,"Expired",1263,85.6271186440678,1,106023,1475,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.158,0.004,22.41,22.49,2.52,17.23,101.69,-7.46
"2022-07-22","11:01:00",3997.54,"1 Jul 22 3990 P BTO 8.05 | 1 Jul 22 4000 C BTO 10.25 | 1 Jul 22 4035 C STO 1.45 | 1 Jul 22 3965 P STO 2.45",-1450,3961.63,"2022-07-22","16:00:00",0,-2500,"Expired",1045,72.06896551724138,1,104760,1450,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.213,0.085,22.54,22.97,-0.52,-0.89,74.14,-8.28
"2022-07-20","10:31:00",3947.56,"1 Jul 20 3940 P BTO 8.95 | 1 Jul 20 3950 C BTO 10.75 | 1 Jul 20 3985 C STO 1.65 | 1 Jul 20 3915 P STO 2.90",-1525,3959.9,"2022-07-20","16:00:00",0,-990,"Expired",-540,-35.40983606557377,1,103715,1525,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.231,0.01,23.79,23.83,-1.37,12.24,46.56,-46.23
"2022-07-15","10:59:00",3848.68,"1 Jul 15 3840 P BTO 8.70 | 1 Jul 15 3850 C BTO 11.90 | 1 Jul 15 3885 C STO 1.50 | 1 Jul 15 3815 P STO 3.25",-1595,3863.16,"2022-07-15","16:00:00",0,-1316,"Expired",-284,-17.805642633228842,1,104255,1595,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.231,0.008,24.72,24.16,27.62,30.68,14.11,-86.83
"2022-07-07","10:35:00",3884.05,"1 Jul 7 3875 P BTO 8.50 | 1 Jul 7 3885 C BTO 11.60 | 1 Jul 7 3920 C STO 1.45 | 1 Jul 7 3850 P STO 2.85",-1590,3902.62,"2022-07-07","16:00:00",0,-1762,"Expired",167,10.50314465408805,1,104539,1590,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.214,0.006,25.91,25.91,13.77,25.2,50,-19.18
"2022-07-01","12:12:00",3767.72,"1 Jul 1 3760 P BTO 9.05 | 1 Jul 1 3770 C BTO 11.50 | 1 Jul 1 3805 C STO 2.00 | 1 Jul 1 3735 P STO 2.70",-1595,3825.33,"2022-07-01","16:00:00",0,-3500,"Expired",1900,119.12225705329153,1,104372,1595,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.229,0.369,27.86,26.77,-4.38,-13.28,119.44,-13.17
"2022-06-24","10:52:00",3878.19,"1 Jun 24 3870 P BTO 9.50 | 1 Jun 24 3880 C BTO 11.35 | 1 Jun 24 3915 C STO 1.25 | 1 Jun 24 3845 P STO 3.70",-1600,3911.74,"2022-06-24","16:00:00",0,-3174,"Expired",1569,98.0625,1,102472,1600,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.237,0.006,27.83,27.4,26.02,56.44,98.38,-20
"2022-05-27","10:39:00",4123.52,"1 May 27 4115 P BTO 9.20 | 1 May 27 4125 C BTO 11.60 | 1 May 27 4160 C STO 1.40 | 1 May 27 4090 P STO 3.50",-1600,4158.24,"2022-05-27","16:00:00",0,-3324,"Expired",1719,107.43750000000001,1,100903,1600,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.236,0.005,26.16,25.58,19.59,46.09,107.75,-28.12
"2022-05-26","11:58:00",4048.29,"1 May 26 4040 P BTO 8.60 | 1 May 26 4050 C BTO 11.40 | 1 May 26 4085 C STO 1.10 | 1 May 26 4015 P STO 3.05",-1595,4057.84,"2022-05-26","16:00:00",0,-784,"Expired",-816,-51.15987460815047,1,99184,1595,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.208,0.009,27.62,27.25,5.87,63.69,42.32,-57.68
