"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Days in Trade","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Underlying","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2023-03-15","10:41:00",3853.56,"8 Mar 29 3865 C STO 76.25 | 4 Mar 29 3825 C BTO 99.90 | 4 Mar 29 3905 C BTO 55.55",-305,3863.01,"2023-03-15","11:03:00",0,-415,"Profit Target",400,32.78688524590164,4,133265,1220,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.981,0.973,27.83,27.53,-42.55,-23.18,45.9,-6.56
"2023-03-14","10:41:00",3928.59,"6 Mar 28 3935 C STO 65.35 | 3 Mar 28 3895 C BTO 89.55 | 3 Mar 28 3975 C BTO 44.90",-385,3891.63,"2023-03-15","14:29:00",1,-520,"Profit Target",375,32.467532467532465,3,134020,1155,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.972,0.926,22.51,26.41,38.25,34.58,116.88,-55.84
"2023-03-13","10:41:00",3859.82,"8 Mar 27 3870 C STO 79.85 | 4 Mar 27 3830 C BTO 103.65 | 4 Mar 27 3910 C BTO 58.85",-290,3858.31,"2023-03-15","13:21:00",2,-395,"Profit Target",380,32.758620689655174,4,133645,1160,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.983,0.97,28.48,28.32,-26.47,24.7,53.45,-100
"2023-03-10","10:41:00",3899.73,"8 Mar 24 3905 C STO 75.00 | 4 Mar 24 3865 C BTO 98.75 | 4 Mar 24 3945 C BTO 54.45",-330,3953.03,"2023-03-16","13:00:00",6,-450,"Profit Target",440,33.33333333333333,4,134450,1320,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.979,0.97,24.18,23.49,-5.55,-13.04,68.18,-39.39
"2023-03-09","10:41:00",4010.58,"6 Mar 23 4015 C STO 62.85 | 3 Mar 23 3975 C BTO 86.70 | 3 Mar 23 4055 C BTO 43.00",-410,3858.78,"2023-03-13","09:57:00",4,-555,"Profit Target",405,32.926829268292686,3,132825,1230,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.969,0.817,18.97,27.98,6.65,11.92,45.12,-28.05
"2023-03-08","10:41:00",3995.26,"6 Mar 22 4000 C STO 63.25 | 3 Mar 22 3960 C BTO 86.80 | 3 Mar 22 4040 C BTO 43.55",-395,3858.78,"2023-03-13","09:57:00",5,-535,"Profit Target",390,32.91139240506329,3,132420,1185,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.97,0.805,19.41,27.98,1.18,7.71,84.81,-24.05
"2023-03-07","10:41:00",4026.74,"4 Mar 21 4030 C STO 55.25 | 2 Mar 21 3990 C BTO 79.45 | 2 Mar 21 4070 C BTO 35.70",-475,3926.98,"2023-03-16","11:35:00",9,-480,"Above Delta",-10,-1.0526315789473684,2,134010,950,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.96,0.601,18.64,24.15,-0.16,-21.52,18.95,-73.68
"2023-03-06","10:41:00",4071.57,"4 Mar 20 4075 C STO 55.85 | 2 Mar 20 4035 C BTO 79.90 | 2 Mar 20 4115 C BTO 36.55",-485,3951.57,"2023-03-20","16:00:00",14,0,"Expired",-980,-101.03092783505154,2,133470,970,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,0,0.959,1,18.75,24.11,9.51,16.42,14.43,-100
"2023-03-03","10:41:00",4014.26,"4 Mar 17 4020 C STO 56.35 | 2 Mar 17 3980 C BTO 80.15 | 2 Mar 17 4060 C BTO 36.95",-450,3920.01,"2023-03-14","10:08:00",11,-480,"Above Delta",40,4.444444444444445,2,132865,900,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.962,0.638,18.94,23.49,16.67,16.24,27.78,-71.11
"2023-03-02","10:41:00",3941.9,"8 Mar 16 3945 C STO 62.85 | 4 Mar 16 3905 C BTO 85.90 | 4 Mar 16 3985 C BTO 42.90",-320,3990.84,"2023-03-08","10:00:00",6,-435,"Profit Target",420,32.8125,4,132030,1280,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.976,0.97,20.59,19.6,-12.71,3.22,51.56,-40.62
"2023-03-01","10:41:00",3963.15,"6 Mar 15 3970 C STO 59.00 | 3 Mar 15 3930 C BTO 82.50 | 3 Mar 15 4010 C BTO 39.40",-400,4033.47,"2023-03-07","10:01:00",6,-540,"Profit Target",390,32.5,3,131220,1200,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.968,0.967,20.6,18.7,-6.81,-0.19,51.25,-33.75
"2023-02-28","10:41:00",3980.25,"6 Mar 14 3985 C STO 60.70 | 3 Mar 14 3945 C BTO 84.40 | 3 Mar 14 4025 C BTO 40.85",-395,3988.92,"2023-03-07","14:23:00",7,-535,"Profit Target",390,32.91139240506329,3,131610,1185,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.969,0.945,20.79,19.55,-5.05,3.06,43.04,-24.05
"2023-02-27","10:41:00",3997.21,"4 Mar 13 4005 C STO 54.15 | 2 Mar 13 3965 C BTO 77.85 | 2 Mar 13 4045 C BTO 34.95",-460,4061.25,"2023-03-06","13:23:00",7,-625,"Profit Target",310,33.69565217391305,2,130830,920,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.96,0.958,21.15,18.78,22.32,4.85,42.39,-13.04
"2023-02-24","10:41:00",3946.33,"6 Mar 10 3950 C STO 62.60 | 3 Mar 10 3910 C BTO 86.50 | 3 Mar 10 3990 C BTO 42.55",-395,3965.64,"2023-03-01","10:02:00",5,-535,"Profit Target",390,32.91139240506329,3,130210,1185,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.97,0.951,22.83,20.37,-39.08,-26.91,51.9,-31.65
"2023-02-23","10:41:00",4013.19,"4 Mar 9 4020 C STO 53.50 | 2 Mar 9 3980 C BTO 77.70 | 2 Mar 9 4060 C BTO 33.90",-470,3973.62,"2023-03-02","14:04:00",7,-635,"Profit Target",310,32.97872340425532,2,130520,940,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.959,0.848,21.31,19.84,27.55,-5.41,40.43,-9.57
"2023-02-22","10:41:00",3986.4,"6 Mar 8 3995 C STO 58.20 | 3 Mar 8 3955 C BTO 82.10 | 3 Mar 8 4035 C BTO 38.40",-420,3978.38,"2023-02-27","15:51:00",5,-570,"Profit Target",420,33.33333333333333,3,129820,1260,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.966,0.924,23.19,21.08,4.49,-15.43,41.67,-16.67
"2023-02-21","10:41:00",4026.42,"6 Mar 7 4035 C STO 58.10 | 3 Mar 7 3995 C BTO 81.95 | 3 Mar 7 4075 C BTO 38.40",-425,4001.32,"2023-02-27","09:32:00",6,-590,"Profit Target",465,36.470588235294116,3,129970,1275,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.966,0.902,22.71,21.38,-26.74,-25.93,44.71,-3.53
"2023-02-17","10:41:00",4066.38,"4 Mar 3 4070 C STO 54.80 | 2 Mar 3 4030 C BTO 79.80 | 2 Mar 3 4110 C BTO 34.45",-475,4014.2,"2023-02-23","15:20:00",6,-645,"Profit Target",320,33.68421052631579,2,129505,950,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.959,0.832,20.44,21.06,-13.02,-11.01,41.05,-8.42
"2023-02-16","10:41:00",4117.6,"4 Mar 2 4120 C STO 51.30 | 2 Mar 2 4080 C BTO 76.50 | 2 Mar 2 4160 C BTO 31.30",-530,4008.16,"2023-02-27","09:59:00",11,-255,"Above Delta",-570,-53.77358490566038,2,129400,1060,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.952,0.44,19.12,20.87,-32.85,2.85,14.15,-82.08
"2023-02-15","10:41:00",4122.59,"4 Mar 1 4125 C STO 50.00 | 2 Mar 1 4085 C BTO 74.90 | 2 Mar 1 4165 C BTO 30.30",-530,4023.92,"2023-02-23","09:48:00",8,-420,"Above Delta",-240,-22.641509433962266,2,129185,1060,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.951,0.628,18.3,21.41,-16.63,3.09,19.81,-55.66
"2023-02-14","10:41:00",4115.83,"4 Feb 28 4120 C STO 53.50 | 2 Feb 28 4080 C BTO 77.90 | 2 Feb 28 4160 C BTO 33.95",-495,4120.28,"2023-02-16","15:12:00",2,-670,"Profit Target",330,33.33333333333333,2,129425,990,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.957,0.927,19.77,18.72,-10.59,-10.87,43.43,-20.2
"2023-02-13","10:41:00",4117.96,"4 Feb 27 4125 C STO 59.30 | 2 Feb 27 4085 C BTO 83.20 | 2 Feb 27 4165 C BTO 39.60",-430,4115.23,"2023-02-15","09:32:00",2,-585,"Profit Target",290,33.72093023255814,2,129095,860,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.966,0.935,20.84,18.72,6.16,21.34,41.86,-17.44
"2023-02-10","10:41:00",4081.34,"6 Feb 24 4085 C STO 64.50 | 3 Feb 24 4045 C BTO 88.60 | 3 Feb 24 4125 C BTO 44.30",-400,4130.45,"2023-02-13","12:32:00",3,-540,"Profit Target",390,32.5,3,127885,1200,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.971,0.969,21.15,20.62,-12.58,12.42,42.5,-20
"2023-02-09","10:41:00",4137.52,"4 Feb 23 4140 C STO 59.00 | 2 Feb 23 4100 C BTO 82.90 | 2 Feb 23 4180 C BTO 39.40",-440,4119.97,"2023-02-14","09:43:00",5,-595,"Profit Target",290,32.95454545454545,2,128485,880,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.965,0.922,19.27,19.58,26.39,-6.73,40.91,-6.82
"2023-02-08","10:41:00",4141.16,"4 Feb 22 4145 C STO 55.40 | 2 Feb 22 4105 C BTO 78.90 | 2 Feb 22 4185 C BTO 36.65",-485,4131.73,"2023-02-14","09:49:00",6,-655,"Profit Target",320,32.98969072164948,2,128805,970,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.959,0.91,18.79,19.08,-10.53,-12.31,40.21,-37.11
"2023-02-07","10:41:00",4101.6,"4 Feb 21 4105 C STO 58.20 | 2 Feb 21 4065 C BTO 81.75 | 2 Feb 21 4145 C BTO 39.20",-465,4106.93,"2023-02-14","09:34:00",7,-630,"Profit Target",310,33.33333333333333,2,128195,930,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.962,0.913,19.74,19.92,-5.73,-3.75,75.27,-31.18
"2023-02-03","10:41:00",4174.83,"4 Feb 17 4180 C STO 55.95 | 2 Feb 17 4140 C BTO 79.30 | 2 Feb 17 4220 C BTO 37.35",-485,4173.58,"2023-02-03","11:46:00",0,-655,"Profit Target",320,32.98969072164948,2,126505,970,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.959,0.939,18.35,18.58,-43.07,38.14,47.42,-6.19
"2023-02-02","10:41:00",4176.02,"4 Feb 16 4180 C STO 56.30 | 2 Feb 16 4140 C BTO 80.05 | 2 Feb 16 4220 C BTO 37.30",-485,4173.58,"2023-02-03","11:46:00",1,-655,"Profit Target",320,32.98969072164948,2,126825,970,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.96,0.936,17.56,18.58,39.47,17.34,49.48,-16.49
"2023-02-01","10:41:00",4069,"4 Feb 15 4075 C STO 62.95 | 2 Feb 15 4035 C BTO 86.70 | 2 Feb 15 4115 C BTO 43.35",-425,4165.49,"2023-02-02","10:31:00",1,-575,"Profit Target",280,32.94117647058823,2,125895,850,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.968,0.97,19.66,17.52,-6.53,-1.07,67.06,-71.76
"2023-01-31","10:41:00",4039.11,"6 Feb 14 4045 C STO 63.25 | 3 Feb 14 4005 C BTO 86.80 | 3 Feb 14 4085 C BTO 43.60",-400,4088,"2023-02-09","15:08:00",9,-540,"Profit Target",390,32.5,3,127495,1200,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.97,0.961,19.6,20.59,3.08,18.26,41.25,-68.75
"2023-01-30","10:41:00",4038.02,"4 Feb 13 4045 C STO 59.70 | 2 Feb 13 4005 C BTO 83.20 | 2 Feb 13 4085 C BTO 40.30",-420,4125.37,"2023-02-03","15:01:00",4,-570,"Profit Target",280,33.33333333333333,2,127105,840,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.967,0.967,20.13,18.85,-21.29,-11.25,55.95,-61.9
"2023-01-27","10:41:00",4066.24,"4 Feb 10 4070 C STO 57.95 | 2 Feb 10 4030 C BTO 81.75 | 2 Feb 10 4110 C BTO 38.45",-440,4165.49,"2023-02-02","10:31:00",6,-595,"Profit Target",290,32.95454545454545,2,126185,880,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.964,0.968,18.36,17.52,-6.71,12.52,62.5,-68.18
"2023-01-26","10:41:00",4031.43,"4 Feb 9 4040 C STO 58.10 | 2 Feb 9 4000 C BTO 81.25 | 2 Feb 9 4080 C BTO 39.00",-415,4152.2,"2023-02-02","10:02:00",7,-565,"Profit Target",280,33.734939759036145,2,125615,830,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.966,0.97,19.25,17.61,19.86,-4.65,79.52,-95.18
"2023-01-25","10:41:00",3952.13,"4 Feb 8 3960 C STO 62.05 | 2 Feb 8 3920 C BTO 85.40 | 2 Feb 8 4000 C BTO 42.80",-420,4088.03,"2023-02-01","14:42:00",7,-570,"Profit Target",280,33.33333333333333,2,125335,840,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.968,0.969,20.82,18.72,-34.24,-30.58,107.14,-100
"2023-01-24","10:41:00",4001.47,"4 Feb 7 4010 C STO 59.00 | 2 Feb 7 3970 C BTO 82.30 | 2 Feb 7 4050 C BTO 40.00",-440,4074.47,"2023-02-01","10:00:00",8,-595,"Profit Target",290,32.95454545454545,2,124755,880,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.965,0.961,19.92,19.55,-18.07,-0.27,63.64,-100
"2023-01-23","10:41:00",4007.73,"4 Feb 6 4015 C STO 58.85 | 2 Feb 6 3975 C BTO 82.45 | 2 Feb 6 4055 C BTO 39.60",-445,4074.47,"2023-02-01","10:00:00",9,-605,"Profit Target",300,33.70786516853933,2,125055,890,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.964,0.957,19.81,19.55,5.53,29.59,68.54,-100
"2023-01-20","10:41:00",3919.79,"4 Feb 3 3925 C STO 58.10 | 2 Feb 3 3885 C BTO 81.90 | 2 Feb 3 3965 C BTO 38.55",-435,4024.12,"2023-01-31","10:00:00",11,-590,"Profit Target",290,33.33333333333333,2,124105,870,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.965,0.973,19.63,19.92,10.19,10.75,43.68,-100
"2023-01-19","10:41:00",3899.84,"4 Feb 2 3910 C STO 56.30 | 2 Feb 2 3870 C BTO 79.55 | 2 Feb 2 3950 C BTO 37.20",-425,4024.74,"2023-01-31","09:33:00",12,-345,"Below Delta",-180,-21.176470588235293,2,123815,850,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.964,0.985,21.3,20.12,-17.02,-12,40,-80
"2023-01-18","10:41:00",3996.58,"4 Feb 1 4005 C STO 48.90 | 2 Feb 1 3965 C BTO 72.70 | 2 Feb 1 4045 C BTO 30.30",-530,4040.91,"2023-01-31","12:02:00",13,-720,"Profit Target",360,33.9622641509434,2,124465,1060,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.95,0.93,19.06,19.39,11.28,-5.67,44.34,-30.19
"2023-01-17","10:41:00",3996.72,"4 Jan 31 4005 C STO 47.15 | 2 Jan 31 3965 C BTO 71.10 | 2 Jan 31 4045 C BTO 28.80",-570,3973.76,"2023-01-25","11:30:00",8,-770,"Profit Target",380,33.33333333333333,2,123995,1140,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.944,0.838,19.83,20.03,0.19,-2.56,39.47,-28.95
"2023-01-13","10:41:00",3977.25,"4 Jan 27 3985 C STO 45.60 | 2 Jan 27 3945 C BTO 69.40 | 2 Jan 27 4025 C BTO 27.35",-565,3941.55,"2023-01-20","13:41:00",7,-765,"Profit Target",380,33.6283185840708,2,123615,1130,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.943,0.793,18.31,19.61,-22.57,16.65,40.71,-15.93
"2023-01-12","10:41:00",3978.47,"4 Jan 26 3985 C STO 51.45 | 2 Jan 26 3945 C BTO 75.10 | 2 Jan 26 4025 C BTO 32.80",-510,3975.15,"2023-01-13","11:04:00",1,-690,"Profit Target",340,33.33333333333333,2,123550,1020,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.954,0.92,19.53,18.49,7.96,0.9,43.14,-6.86
"2023-01-11","10:41:00",3936.47,"4 Jan 25 3945 C STO 59.45 | 2 Jan 25 3905 C BTO 82.50 | 2 Jan 25 3985 C BTO 40.55",-425,3966.19,"2023-01-13","10:04:00",2,-575,"Profit Target",280,32.94117647058823,2,123210,850,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.966,0.949,20.84,18.61,13.1,4.12,43.53,-15.29
"2023-01-09","10:41:00",3939.29,"4 Jan 23 3945 C STO 61.20 | 2 Jan 23 3905 C BTO 84.20 | 2 Jan 23 3985 C BTO 42.20",-410,3945.84,"2023-01-11","12:33:00",2,-555,"Profit Target",270,32.926829268292686,2,123815,820,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.968,0.949,21.5,20.98,15.74,28.47,57.32,-10.98
"2023-01-06","10:41:00",3861.43,"6 Jan 20 3870 C STO 61.00 | 3 Jan 20 3830 C BTO 83.60 | 3 Jan 20 3910 C BTO 42.30",-400,3993.64,"2023-01-17","12:51:00",11,-305,"Below Delta",-315,-26.25,3,123235,1200,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.969,0.987,21.54,19.48,15.27,38.06,37.5,-100
"2023-01-05","10:41:00",3811.36,"6 Jan 19 3820 C STO 63.00 | 3 Jan 19 3780 C BTO 85.25 | 3 Jan 19 3860 C BTO 44.35",-370,3893.67,"2023-01-09","15:50:00",4,-500,"Profit Target",360,32.432432432432435,3,123170,1110,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.972,0.974,22.54,21.93,-13.23,-28.38,52.7,-58.11
"2023-01-04","10:41:00",3827.43,"6 Jan 18 3835 C STO 64.20 | 3 Jan 18 3795 C BTO 86.75 | 3 Jan 18 3875 C BTO 45.20",-365,3917.15,"2023-01-09","09:32:00",5,-535,"Profit Target",480,43.83561643835616,3,122465,1095,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.973,0.975,22.67,21.68,16.22,-12.93,53.42,-31.51
"2023-01-03","10:41:00",3827.05,"6 Jan 17 3835 C STO 65.15 | 3 Jan 17 3795 C BTO 87.70 | 3 Jan 17 3875 C BTO 46.05",-355,3893.67,"2023-01-09","15:50:00",6,-480,"Profit Target",345,32.3943661971831,3,122810,1065,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.974,0.967,23.18,21.93,13.79,-26.24,67.61,-28.17
"2022-12-30","10:41:00",3821.25,"6 Jan 13 3830 C STO 64.15 | 3 Jan 13 3790 C BTO 86.75 | 3 Jan 13 3870 C BTO 45.25",-380,3969.62,"2023-01-12","09:33:00",13,-95,"Below Delta",-885,-77.63157894736842,3,122930,1140,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.972,0.996,21.79,20.04,-20.22,-7.81,39.47,-76.32
"2022-12-29","10:41:00",3845.11,"6 Jan 12 3855 C STO 64.10 | 3 Jan 12 3815 C BTO 86.95 | 3 Jan 12 3895 C BTO 45.00",-385,3889.99,"2023-01-10","09:51:00",12,-520,"Profit Target",375,32.467532467532465,3,123545,1155,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.972,0.958,21.59,22.08,22.23,39.66,48.05,-36.36
"2022-12-28","10:41:00",3822.26,"4 Jan 11 3830 C STO 53.50 | 2 Jan 11 3790 C BTO 76.65 | 2 Jan 11 3870 C BTO 35.00",-475,3826.92,"2023-01-06","09:41:00",9,-645,"Profit Target",320,33.68421052631579,2,121985,950,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.958,0.907,21.28,22.05,0.31,-7.3,48.42,-57.89
"2022-12-27","10:41:00",3840.54,"4 Jan 10 3845 C STO 57.75 | 2 Jan 10 3805 C BTO 80.85 | 2 Jan 10 3885 C BTO 38.75",-420,3868.38,"2023-01-03","09:45:00",7,-570,"Profit Target",280,33.33333333333333,2,121355,840,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.966,0.951,22.18,22.8,-1.48,-2.8,42.86,0
"2022-12-23","10:41:00",3841.48,"4 Jan 6 3850 C STO 53.60 | 2 Jan 6 3810 C BTO 76.70 | 2 Jan 6 3890 C BTO 35.10",-470,3829.71,"2023-01-04","10:05:00",12,-635,"Profit Target",310,32.97872340425532,2,121665,940,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.959,0.89,21.24,22.93,-7.28,26.37,42.55,-69.15
"2022-12-22","10:41:00",3806.61,"4 Jan 5 3815 C STO 49.60 | 2 Jan 5 3775 C BTO 72.85 | 2 Jan 5 3855 C BTO 31.40",-515,3821.19,"2022-12-30","09:33:00",8,-700,"Profit Target",350,33.980582524271846,2,121075,1030,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.952,0.913,21.55,22.21,-25.18,-46.65,43.69,-32.04
"2022-12-21","10:41:00",3879.08,"4 Jan 4 3885 C STO 48.10 | 2 Jan 4 3845 C BTO 71.70 | 2 Jan 4 3925 C BTO 30.05",-565,3832.61,"2022-12-29","09:59:00",8,-765,"Profit Target",380,33.6283185840708,2,120725,1130,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.945,0.74,19.97,21.7,17.87,39.59,39.82,-30.09
"2022-12-20","10:41:00",3833.58,"4 Jan 3 3840 C STO 51.20 | 2 Jan 3 3800 C BTO 75.00 | 2 Jan 3 3880 C BTO 32.65",-535,3840.54,"2022-12-27","10:41:00",7,-725,"Profit Target",360,33.64485981308411,2,120345,1070,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.951,0.91,21.8,22.18,-7.19,23.11,40.19,-17.76
"2022-12-16","10:41:00",3841.65,"4 Dec 30 3850 C STO 57.35 | 2 Dec 30 3810 C BTO 80.10 | 2 Dec 30 3890 C BTO 39.00",-450,3846.08,"2022-12-21","09:32:00",5,-630,"Profit Target",340,37.77777777777778,2,119675,900,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.963,0.929,23.49,20.44,-4.84,-49.26,45.56,-4.44
"2022-12-15","10:41:00",3917.14,"4 Dec 29 3925 C STO 54.85 | 2 Dec 29 3885 C BTO 77.30 | 2 Dec 29 3965 C BTO 36.90",-460,3872.99,"2022-12-21","10:33:00",6,-625,"Profit Target",310,33.69565217391305,2,119985,920,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.961,0.837,22.02,19.96,-36.95,-41.23,44.57,-41.3
"2022-12-14","10:41:00",4039.97,"4 Dec 28 4050 C STO 59.90 | 2 Dec 28 4010 C BTO 82.55 | 2 Dec 28 4090 C BTO 41.35",-420,4026.98,"2022-12-14","14:01:00",0,-570,"Profit Target",280,33.33333333333333,2,119335,840,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",10,10,0.967,0.94,22.19,22.28,-4.11,24.43,61.9,-19.05
"2022-12-09","10:41:00",3965.34,"6 Dec 23 3975 C STO 68.40 | 3 Dec 23 3935 C BTO 91.35 | 3 Dec 23 4015 C BTO 48.90",-355,4046.1,"2022-12-13","10:39:00",4,-480,"Profit Target",345,32.3943661971831,3,118380,1065,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.975,0.972,22.42,22.62,-9.34,11.17,73.24,-42.25
"2022-12-08","10:41:00",3970.54,"6 Dec 22 3980 C STO 70.70 | 3 Dec 22 3940 C BTO 93.60 | 3 Dec 22 4020 C BTO 51.05",-335,4020.73,"2022-12-13","15:50:00",5,-455,"Profit Target",330,32.83582089552239,3,119055,1005,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.978,0.972,22.51,22.65,13.87,22.75,44.78,-38.81
"2022-12-07","10:41:00",3936.8,"6 Dec 21 3945 C STO 72.65 | 3 Dec 21 3905 C BTO 95.30 | 3 Dec 21 3985 C BTO 53.15",-325,4078.33,"2022-12-13","10:06:00",6,-440,"Profit Target",315,32.30769230769231,3,118035,975,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.979,0.984,22.68,22.19,-7.98,3.52,47.69,-41.54
"2022-12-06","10:41:00",3953.51,"6 Dec 20 3960 C STO 69.90 | 3 Dec 20 3920 C BTO 92.70 | 3 Dec 20 4000 C BTO 50.50",-350,4016,"2022-12-13","13:37:00",7,-475,"Profit Target",345,32.857142857142854,3,118725,1050,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.976,0.965,21.57,23.35,-2.21,-43.12,88.57,-61.43
"2022-12-05","10:41:00",4034.26,"6 Dec 19 4040 C STO 65.80 | 3 Dec 19 4000 C BTO 88.75 | 3 Dec 19 4080 C BTO 46.45",-370,4088.7,"2022-12-13","09:50:00",8,-500,"Profit Target",360,32.432432432432435,3,117720,1110,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.973,0.963,20.14,22.07,-19.68,-17.76,64.86,-14.86
"2022-12-02","10:41:00",4044.98,"6 Dec 16 4050 C STO 66.35 | 3 Dec 16 4010 C BTO 89.50 | 3 Dec 16 4090 C BTO 46.65",-355,4085.19,"2022-12-13","09:35:00",11,-480,"Profit Target",345,32.3943661971831,3,117360,1065,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.975,0.962,19.39,21.7,-36.4,4.81,49.3,-21.13
"2022-12-01","10:41:00",4057.23,"6 Dec 15 4065 C STO 68.55 | 3 Dec 15 4025 C BTO 91.25 | 3 Dec 15 4105 C BTO 49.50",-375,4091.08,"2022-12-13","09:32:00",12,-560,"Profit Target",525,46.666666666666664,3,117015,1125,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",15,15,0.974,0.953,20.81,21.56,7.03,-29.91,56,-17.33
